WORD,★,TYPE,😠,💩,🐸,🤡,👩🏼,🐷,👳🏽,✊🏻,☝🏽,?
niglets,4,NOUN,,,,,,,TRUE,,,FALSE
butterheads,3,NOUN,,,,,,TRUE,TRUE,,,FALSE
northern monkey,3,NOUN,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
anus,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
moon crickets,4,NOUN,,,,,,,TRUE,,,FALSE
mongs,4,NOUN,TRUE,,TRUE,TRUE,,,,,,FALSE
titfuckin,2,VERB,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
jijjiboo,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
nigglings,4,NOUN,,,,,,,TRUE,,,FALSE
sand nip,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
mack,1,VERB,,,,,TRUE,,,,,FALSE
ghetto hamster,4,NOUN,,,,,,,TRUE,,,FALSE
scat,1,ADJ,,,,,,TRUE,,,,FALSE
bazongas,2,NOUN,,,,,,TRUE,,,,FALSE
assjockey,3,NOUN,,,,,TRUE,TRUE,,,,FALSE
jackwagon,2,NOUN,,,FALSE,TRUE,,,,,,FALSE
doll,2,NOUN,,,TRUE,,TRUE,,,,,FALSE
eyetie,3,NOUN,,,,,,,TRUE,,,FALSE
cuntfuck,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
executed,0,ADJ,TRUE,,,,,,,,,FALSE
faggit,4,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
jigarooni,4,NOUN,,,,,,,TRUE,,,FALSE
sista,0,NOUN,,,,,,,TRUE,,,FALSE
asscowboy,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
kushites,3,NOUN,,,,,,,TRUE,,,FALSE
mud duck,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
vaginal,0,ADJ,,,,,,TRUE,,,,FALSE
cushites,3,NOUN,,,,,,,TRUE,,,FALSE
pommie grants,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
yellow cab,3,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
gangbanged,1,ADJ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
lubejob,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
chode,1,NOUN,,,,,,TRUE,,,,FALSE
livesex,0,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
hecate,0,NOUN,,,,,,,,FALSE,TRUE,FALSE
muzzies,3,NOUN,,,,,,,TRUE,,TRUE,FALSE
nitchy,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
tinkards,4,NOUN,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,FALSE
buckethead,3,NOUN,,,,,,,TRUE,,,FALSE
gimp,4,NOUN,,,,TRUE,,,TRUE,,,FALSE
booby,1,NOUN,,,,,,TRUE,,,,FALSE
coolies,4,NOUN,,,,,,,TRUE,,,FALSE
oddball,2,NOUN,,,TRUE,,,,,,,FALSE
bitter clinger,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
spickish,4,ADJ,,,,,,,TRUE,,,FALSE
cameljockey,2,NOUN,,,,,,TRUE,TRUE,,,FALSE
booners,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
untermenschen,4,NOUN,,,TRUE,,,,,TRUE,,FALSE
💩,2,:),,TRUE,,,,,,,,FALSE
hymen,0,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
peepee,1,NOUN,FALSE,TRUE,,,,TRUE,,,,FALSE
jerries,3,NOUN,,,,,,,TRUE,FALSE,FALSE,TRUE
pseudo-intellectual,2,NOUN,,,,TRUE,,,,,,FALSE
ah beng,2,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
dogan,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
bi,0,NOUN,,,,,TRUE,,,,,FALSE
jewtarded,3,NOUN,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
nao,0,INTJ,TRUE,,,,,,,,,FALSE
shitter,3,NOUN,,TRUE,,,TRUE,,,,,FALSE
boongas,2,NOUN,TRUE,,,,,,,,,FALSE
rhine monkeys,3,NOUN,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
sand niggers,4,NOUN,,,,,,,TRUE,,,FALSE
wank,2,VERB,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
husky,1,NOUN,,,,,,,TRUE,,,FALSE
spray,1,VERB,TRUE,,,,,TRUE,,,,TRUE
muffindiver,2,NOUN,,,,,,TRUE,,,,FALSE
motherfuckings,3,ADJ,TRUE,FALSE,,,,TRUE,,,,FALSE
eight balls,1,NOUN,TRUE,,,,,,TRUE,,,TRUE
mothafucking,2,ADJ,,TRUE,,,,TRUE,,,,FALSE
cockholster,2,NOUN,,TRUE,,,,,,,,FALSE
cocksucking,3,VERB,,FALSE,,,,TRUE,,,,FALSE
shet,2,NOUN,,TRUE,,,,,,,,FALSE
defecate,0,VERB,,TRUE,,,,FALSE,,,,FALSE
bolsheviks,0,NOUN,,,,,,,,TRUE,,FALSE
golliwogs,4,NOUN,,,,,,,TRUE,,,FALSE
nog,4,NOUN,,,,,,,TRUE,,,FALSE
gubba,3,NOUN,,,,,,,TRUE,,,FALSE
kaffer,3,NOUN,,,,,,,,,TRUE,FALSE
shag,2,VERB,,,,,,TRUE,,,,FALSE
funeral,0,NOUN,TRUE,,,,,,,,,FALSE
eggs,3,NOUN,,,,TRUE,TRUE,,,,,TRUE
numbnuts,2,NOUN,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
gin,4,NOUN,,,,,,,TRUE,,,FALSE
kotiyas,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
bootlicker,2,NOUN,,,TRUE,,,,,,,FALSE
recede,1,NOUN,,,TRUE,TRUE,,,,,,FALSE
low-life,3,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
red niggers,4,NOUN,,,,,,,TRUE,,,FALSE
cohees,1,NOUN,,,,,,,TRUE,,,FALSE
virginbreaker,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
sand monkey,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
shagging,2,VERB,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
honklets,3,NOUN,,,,,,,TRUE,,,FALSE
nidges,3,NOUN,,,,,,,TRUE,,,FALSE
ass-nugget,2,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
culchie,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
skum,3,NOUN,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fatso,4,NOUN,,TRUE,,,,,TRUE,,,FALSE
spiv,1,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
pineapple nigger,4,NOUN,,,,,,,TRUE,,,FALSE
chimp-out,3,VERB,,,TRUE,,,,,,,FALSE
dodo,3,NOUN,,,TRUE,,,,,,,FALSE
roach,3,NOUN,,,TRUE,,,,,,,TRUE
evl,1,NOUN,TRUE,,FALSE,,,,,,,FALSE
spermherder,2,NOUN,,,,,,TRUE,,,,FALSE
buttpirate,2,NOUN,,,,,TRUE,,,,,FALSE
good goy,2,NOUN,,,,,,,,,TRUE,TRUE
gypsy,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
fuckmonkey,3,NOUN,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
wallflower,1,NOUN,,,TRUE,,,,,,,FALSE
careerism,1,NOUN,TRUE,,,,,,,,,FALSE
wogs,4,NOUN,,,,,,,TRUE,,,FALSE
border baby,3,NOUN,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,FALSE
tynkeres,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
dildo,0,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
piccaninny,3,NOUN,,,,,,,TRUE,,,FALSE
asscunt,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
bull dyke,4,NOUN,,,,,TRUE,,,,,FALSE
hoople head,2,NOUN,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
camel cowboy,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
sideways vagina,4,NOUN,,,,,,,TRUE,,,FALSE
